npi,category,taxonomy_code,primary_switch,nppes_deactivated,ndh_role,cms_enrollment_org
1073114740,advanced-practice,363LF0000X,Y,,Y,Y
1073114856,pharmacy,183500000X,Y,,Y,
1073114880,pharmacy,183500000X,Y,,,
1073115143,pharmacy,183500000X,Y,,,
1073115606,rehab-therapy,225100000X,Y,,Y,Y
1073115739,other-clinical,171M00000X,Y,,,
1073115754,advanced-practice,363AM0700X,Y,,Y,Y
1073116307,pharmacy,183500000X,Y,,,
1073116588,pharmacy,183500000X,Y,,,
1073116901,behavioral-health,104100000X,Y,,,
1073117115,pharmacy,183500000X,Y,,,
1073117370,pharmacy,183500000X,Y,,,
1073117537,pharmacy,183500000X,Y,,,
1073118014,behavioral-health,104100000X,Y,,,
1073118022,pharmacy,183500000X,Y,,,
1073119251,pharmacy,183500000X,Y,,,
1073121141,advanced-practice,363A00000X,Y,,Y,Y
1073121703,dental,1223X0400X,Y,,Y,
1073124483,behavioral-health,101YP2500X,Y,,,
1073124947,pharmacy,183500000X,Y,,,
1073125597,rehab-therapy,221700000X,Y,,Y,
1073125894,behavioral-health,101Y00000X,Y,,,
1073126157,advanced-practice,363LA2100X,Y,,Y,Y
1073126207,advanced-practice,363L00000X,Y,,Y,Y
1073126561,rehab-therapy,225100000X,Y,,Y,Y
1073127916,behavioral-health,106S00000X,Y,,,
1073128872,behavioral-health,104100000X,Y,,,
1073129235,rehab-therapy,225100000X,Y,,Y,Y
1073129532,advanced-practice,363AM0700X,Y,,Y,
1073129862,advanced-practice,363A00000X,Y,,Y,
1073130050,rehab-therapy,237700000X,Y,,,
1073130100,advanced-practice,363A00000X,Y,,Y,
1073131280,behavioral-health,1041C0700X,Y,,Y,Y
1073131801,behavioral-health,106S00000X,Y,,,
1073132130,physician,207R00000X,Y,,Y,Y
1073132338,student,390200000X,Y,,Y,Y
1073132924,physician,207Q00000X,Y,,Y,Y
1073133138,advanced-practice,363A00000X,Y,,Y,Y
1073133245,behavioral-health,106H00000X,Y,,,Y
1073133385,rehab-therapy,2251G0304X,Y,,,
1073133922,student,390200000X,Y,,Y,
1073134367,podiatry,213ES0103X,Y,,Y,Y
1073134433,support,246QH0600X,Y,,,
1073135562,physician,207P00000X,Y,,Y,Y
1073135935,support,246ZC0007X,Y,,Y,
1073136206,student,390200000X,Y,,Y,
1073136727,physician,207R00000X,Y,,Y,Y
1073137501,rehab-therapy,235Z00000X,Y,,Y,
1073137949,physician,207L00000X,Y,,Y,
1073138251,eye-vision,152W00000X,Y,,Y,Y
1073138772,pharmacy,183500000X,Y,,,
1073139325,advanced-practice,363L00000X,Y,,Y,Y
1073140125,physician,207Q00000X,Y,,Y,Y
1073140349,rehab-therapy,225100000X,Y,,,
1073140497,physician,207P00000X,Y,,Y,Y
1073140745,physician,207LP3000X,Y,,Y,Y
1073140836,advanced-practice,363LF0000X,Y,,Y,Y
1073140943,physician,207L00000X,Y,,Y,Y
1073142188,physician,208M00000X,Y,,Y,Y
1073142261,rehab-therapy,225100000X,Y,,,
1073142378,pharmacy,183700000X,Y,,,
1073142667,physician,207Q00000X,Y,,Y,Y
1073142691,chiropractic,111N00000X,Y,,,
1073142899,student,390200000X,Y,,Y,
1073143103,other-clinical,172V00000X,Y,,,
1073143814,advanced-practice,363LP0808X,Y,,Y,Y
1073144325,behavioral-health,1041C0700X,Y,,Y,Y
1073145371,behavioral-health,101Y00000X,Y,,,
1073145835,rehab-therapy,235Z00000X,Y,,,
1073145975,rehab-therapy,225X00000X,Y,,,
1073146379,rehab-therapy,225100000X,Y,,Y,Y
1073146619,advanced-practice,367500000X,Y,,Y,Y
1073146718,behavioral-health,101YP2500X,Y,,,
1073146999,behavioral-health,1041C0700X,Y,,Y,Y
1073148086,pharmacy,1835P0018X,Y,,,
1073148631,pharmacy,183500000X,Y,,,
1073148706,rehab-therapy,225XP0019X,Y,,,
1073149167,other-clinical,170300000X,Y,,,
1073150397,rehab-therapy,225100000X,Y,,Y,Y
1073151668,advanced-practice,363A00000X,Y,,Y,Y
1073152526,advanced-practice,367500000X,Y,,Y,Y
1073153185,rehab-therapy,2255A2300X,Y,,,
1073153391,behavioral-health,106H00000X,Y,,Y,
1073154050,rehab-therapy,225100000X,Y,,Y,Y
1073154290,physician,2085R0202X,Y,,Y,Y
1073154308,advanced-practice,363LW0102X,Y,,Y,Y
1073154340,advanced-practice,363L00000X,Y,,Y,Y
1073154456,advanced-practice,363A00000X,Y,,Y,Y
1073154480,behavioral-health,101YP2500X,Y,,,
1073154621,rehab-therapy,225100000X,Y,,,
1073154639,pharmacy,183500000X,Y,,,
1073155479,advanced-practice,363L00000X,Y,,Y,Y
1073155727,behavioral-health,101YP2500X,Y,,Y,Y
1073156329,rehab-therapy,225700000X,Y,,,
1073156899,behavioral-health,103TC0700X,Y,,,
1073157038,advanced-practice,363L00000X,Y,,Y,Y
1073157475,advanced-practice,363A00000X,Y,,Y,Y
1073157798,dietary,133V00000X,Y,,,
1073158333,behavioral-health,101YP2500X,Y,,Y,Y
1073159448,behavioral-health,101YM0800X,Y,,,
1073159919,dietary,133V00000X,Y,,,
1073160636,physician,208M00000X,Y,,Y,Y
1073160990,nursing,164W00000X,Y,,,
1073162350,dental,124Q00000X,Y,,,
1073162558,behavioral-health,103K00000X,Y,,,
1073163028,advanced-practice,363LF0000X,Y,,Y,Y
1073163044,nursing,163W00000X,Y,,,
1073163101,advanced-practice,363LA2200X,Y,,Y,Y
1073163689,behavioral-health,101YM0800X,Y,,,
1073163853,advanced-practice,363A00000X,Y,,Y,Y
1073164265,dietary,133V00000X,Y,,,
1073164448,behavioral-health,101YP2500X,Y,,Y,
1073164778,rehab-therapy,225100000X,Y,,,
1073164828,advanced-practice,363AM0700X,Y,,Y,
1073164851,rehab-therapy,225X00000X,Y,,,
1073164877,pharmacy,183500000X,Y,,,
1073165163,student,390200000X,Y,,,
1073165288,nursing,163W00000X,Y,,,
1073165429,rehab-therapy,235Z00000X,Y,,,
1073165890,behavioral-health,101YP2500X,Y,,,
1073166286,rehab-therapy,2251X0800X,Y,,Y,
1073166658,behavioral-health,104100000X,Y,,,
1073166773,rehab-therapy,225100000X,Y,,,
1073168324,behavioral-health,101YM0800X,Y,,Y,Y
1073168845,behavioral-health,106S00000X,Y,,,
1073169090,advanced-practice,363AM0700X,Y,,Y,Y
1073169249,advanced-practice,363LF0000X,Y,,Y,Y
1073169280,behavioral-health,101YP2500X,Y,,,
1073169595,advanced-practice,363A00000X,Y,,Y,Y
1073169900,pharmacy,183500000X,Y,,,
1073170163,advanced-practice,367500000X,Y,,Y,Y
1073170411,advanced-practice,363LF0000X,Y,,Y,Y
1073170502,rehab-therapy,225100000X,Y,,,
1073170601,nursing,163WP2201X,Y,,,
1073171344,physician,2084P0800X,Y,,Y,Y
1073171419,other-clinical,170300000X,Y,,Y,
1073171526,rehab-therapy,235Z00000X,Y,,,
1073171542,dental,122300000X,Y,,,
1073171708,physician,208000000X,Y,,Y,Y
1073171898,physician,207RR0500X,Y,,Y,Y
1073172177,dental,1223G0001X,Y,,,
1073173233,behavioral-health,101YM0800X,Y,,,
1073173258,physician,207XX0005X,Y,,Y,Y
1073173688,rehab-therapy,224Z00000X,Y,,,
1073174520,dental,122300000X,Y,,Y,
1073174587,behavioral-health,101YM0800X,Y,,,
1073174611,rehab-therapy,225200000X,Y,,,
1073174678,physician,208600000X,Y,,,
1073174744,physician,207R00000X,Y,,,
1073175139,student,390200000X,Y,,,
1073175261,advanced-practice,363LF0000X,Y,,Y,Y
1073175352,advanced-practice,363A00000X,Y,,Y,Y
1073176210,rehab-therapy,225X00000X,Y,,Y,Y
1073176608,student,390200000X,Y,,,
1073177036,student,390200000X,Y,,,
1073177317,advanced-practice,363LX0106X,Y,,Y,Y
1073177812,nursing,163W00000X,Y,,,
1073178315,physician,207R00000X,Y,,Y,
1073179198,behavioral-health,101YM0800X,Y,,,
1073179347,student,390200000X,Y,,Y,
1073179461,student,390200000X,Y,,,
1073179727,advanced-practice,363AM0700X,Y,,Y,Y
1073179917,physician,207Q00000X,Y,,Y,
1073180584,rehab-therapy,225200000X,Y,,,
1073180790,behavioral-health,101YP2500X,Y,,,
1073180899,advanced-practice,363A00000X,Y,,Y,
1073181368,physician,208600000X,Y,,,
1073183570,eye-vision,152W00000X,Y,,Y,Y
1073184271,behavioral-health,106S00000X,Y,,,
1073184503,student,390200000X,Y,,,
1073184792,physician,207R00000X,Y,,,
1073185583,advanced-practice,363LP0808X,Y,,,
1073185971,rehab-therapy,225X00000X,Y,,,
1073186532,chiropractic,111N00000X,Y,,,
1073186664,behavioral-health,101YP2500X,Y,,,
1073187183,pharmacy,183500000X,Y,,Y,
1073187399,behavioral-health,104100000X,Y,,Y,
1073187456,physician,207P00000X,Y,,Y,Y
1073187613,behavioral-health,106S00000X,Y,,,
1073188991,other-clinical,171M00000X,Y,,,
1073189163,student,390200000X,Y,,,
1073190377,student,390200000X,Y,,,
1073190633,dental,122300000X,Y,,,
1073190716,student,390200000X,Y,,Y,
1073191482,rehab-therapy,225X00000X,Y,,,
1073191508,student,390200000X,Y,,,
1073191615,student,390200000X,Y,,,
1073191870,physician,208000000X,Y,,Y,Y
1073192233,physician,207R00000X,Y,,Y,Y
1073192456,student,390200000X,Y,,Y,
1073192498,physician,208M00000X,Y,,Y,Y
1073192704,physician,208M00000X,Y,,Y,Y
1073193256,dietary,133V00000X,Y,,,
1073193371,student,390200000X,Y,,,
1073193819,dental,122300000X,Y,,,
1073194577,physician,207L00000X,Y,,Y,Y
1073194601,student,390200000X,Y,,,
1073194643,student,390200000X,Y,,,
1073195111,student,390200000X,Y,,,
1073195814,nursing,163W00000X,Y,,,
1073196051,nursing,163W00000X,Y,,,
1073196580,behavioral-health,103K00000X,Y,,,
1073196887,nursing,163W00000X,Y,,,
1073197349,physician,208000000X,Y,,Y,Y
1073197786,advanced-practice,363LP0808X,Y,,Y,Y
1073197950,behavioral-health,101YP2500X,Y,,,
1073198628,advanced-practice,363LP0808X,Y,,,
1073199303,other-clinical,171M00000X,Y,,,
1073199477,advanced-practice,363LP0222X,Y,,,
1073200218,nursing,164W00000X,Y,,,
1073200846,rehab-therapy,225X00000X,Y,,,Y
1073201422,nursing,164W00000X,Y,,,
1073202271,behavioral-health,104100000X,Y,,,
1073202420,dental,124Q00000X,Y,,,
1073202446,dental,122300000X,Y,,,
1073202610,behavioral-health,101YM0800X,Y,,,
1073203295,student,390200000X,Y,,,
1073203782,student,390200000X,Y,,Y,
1073203923,rehab-therapy,225100000X,Y,,,
1073204178,student,390200000X,Y,,,
1073204624,student,390200000X,Y,,Y,
1073205035,physician,208600000X,Y,,,
1073205316,rehab-therapy,235Z00000X,Y,,,
1073205795,behavioral-health,106H00000X,Y,,,
1073205977,dental,1223X0400X,Y,,,
1073206025,physician,208000000X,Y,,,
1073206660,behavioral-health,106S00000X,Y,,,
1073207189,rehab-therapy,225200000X,Y,,,
1073207783,dental,1223G0001X,Y,,Y,
1073208179,student,390200000X,Y,,Y,
1073208583,student,390200000X,Y,,Y,
1073210365,behavioral-health,101YM0800X,Y,,,
1073211900,behavioral-health,101YP2500X,Y,,,
1073213112,rehab-therapy,235Z00000X,Y,,Y,Y
1073213179,behavioral-health,101YP2500X,Y,,Y,Y
1073213195,rehab-therapy,2255A2300X,Y,,,
1073213211,behavioral-health,106S00000X,Y,,,
1073213245,advanced-practice,363LP0200X,Y,,,
1073215307,student,390200000X,Y,,,
1073215562,chiropractic,111N00000X,Y,,Y,Y
1073216198,student,390200000X,Y,,Y,
1073216479,physician,208600000X,Y,,,
1073216495,student,390200000X,Y,,,
1073216867,student,390200000X,Y,,,
1073217782,advanced-practice,363A00000X,Y,,Y,Y
1073217790,other-clinical,171100000X,Y,,,
1073217824,rehab-therapy,225100000X,Y,,,
1073218400,rehab-therapy,222Q00000X,Y,,,
1073219713,student,390200000X,Y,,,
1073219796,rehab-therapy,225200000X,Y,,,
1073220448,nursing,163W00000X,Y,,,
1073220661,physician,207PP0204X,Y,,Y,
1073220935,advanced-practice,363LP0200X,Y,,Y,Y
1073222121,advanced-practice,363L00000X,Y,,Y,
1073222592,advanced-practice,363A00000X,Y,,Y,
1073222808,behavioral-health,104100000X,Y,,,
1073224176,dental,122300000X,Y,,,
1073224184,nursing,163W00000X,Y,,,
1073224366,behavioral-health,104100000X,Y,,,
1073225546,nursing,164W00000X,Y,,,
1073225751,advanced-practice,363LP0808X,Y,,Y,Y
1073226353,behavioral-health,101Y00000X,Y,,Y,
1073227120,behavioral-health,104100000X,Y,,,
1073227500,nursing,164W00000X,Y,,,
1073227724,behavioral-health,101YP2500X,Y,,Y,
1073228185,behavioral-health,101YA0400X,Y,,,
1073229258,behavioral-health,1041C0700X,Y,,Y,Y
1073229555,advanced-practice,363LF0000X,Y,,Y,Y
1073230256,advanced-practice,363LP0200X,Y,,,
1073230918,advanced-practice,363A00000X,Y,,Y,Y
1073231569,pharmacy,183500000X,Y,,,
1073231874,behavioral-health,1041C0700X,Y,,,
1073231932,behavioral-health,1041C0700X,Y,,,
1073232146,behavioral-health,101YM0800X,Y,,,
1073232872,pharmacy,183500000X,Y,,,
1073233409,agency,251E00000X,Y,,,
1073233482,behavioral-health,101YM0800X,Y,,,
1073233516,pharmacy,183500000X,Y,,,
1073233524,other-clinical,171M00000X,Y,,,
1073234332,rehab-therapy,225100000X,Y,,,
1073235883,student,390200000X,Y,,,
1073235891,dental,122300000X,Y,,,
1073236030,advanced-practice,363LF0000X,Y,,Y,Y
1073237616,nursing,163W00000X,Y,,,
1073237657,advanced-practice,363AM0700X,Y,,Y,Y
1073238341,advanced-practice,363L00000X,Y,,Y,Y
1073238515,behavioral-health,103TC1900X,Y,,,Y
1073238721,pharmacy,183500000X,Y,,,
1073239141,advanced-practice,363LP0808X,Y,,Y,Y
1073239208,other-clinical,170300000X,Y,,,
1073239398,behavioral-health,101Y00000X,Y,,,
1073239968,advanced-practice,363LA2100X,Y,,Y,Y
1073240214,rehab-therapy,225100000X,Y,,Y,Y
1073240412,behavioral-health,101YP2500X,Y,,,Y
1073240990,pharmacy,183500000X,Y,,,
1073241048,advanced-practice,367A00000X,Y,,Y,Y
1073242210,behavioral-health,106S00000X,Y,,,
1073242376,student,390200000X,Y,,Y,
1073243283,physician,2084P0800X,Y,,,
1073244554,behavioral-health,104100000X,Y,,,
1073244661,rehab-therapy,231H00000X,Y,,,
1073244737,rehab-therapy,225100000X,Y,,Y,
1073245049,physician,2084P0804X,Y,,,
1073245213,podiatry,213ES0103X,Y,,Y,Y
1073246559,student,390200000X,Y,,,
1073247102,behavioral-health,101Y00000X,Y,,,
1073247722,behavioral-health,101YM0800X,Y,,Y,
1073247904,student,390200000X,Y,,Y,Y
1073249090,rehab-therapy,225100000X,Y,,,
1073249108,pharmacy,183500000X,Y,,,
1073249512,rehab-therapy,225X00000X,Y,,,
1073249520,advanced-practice,363A00000X,Y,,Y,Y
1073249553,rehab-therapy,225X00000X,Y,,,
1073250916,rehab-therapy,225100000X,Y,,Y,Y
1073251203,physician,208000000X,Y,,,
1073251443,behavioral-health,106S00000X,Y,,,
1073251633,other-clinical,171M00000X,Y,,,
1073252029,physician,208000000X,Y,,,
1073252235,behavioral-health,106S00000X,Y,,,
1073252821,advanced-practice,363A00000X,Y,,Y,Y
1073252854,advanced-practice,363LA2100X,Y,,Y,Y
1073253167,physician,207RH0003X,Y,,,
1073254173,student,390200000X,Y,,Y,
1073254835,student,390200000X,Y,,,
1073255378,physician,207Y00000X,Y,,,
1073256293,student,390200000X,Y,,Y,
1073257382,behavioral-health,106S00000X,Y,,,
1073258489,dietary,133V00000X,Y,,,
1073258810,student,390200000X,Y,,Y,
1073259164,other-clinical,175T00000X,Y,,,
1073259172,behavioral-health,101YM0800X,Y,,Y,
1073259362,advanced-practice,363A00000X,Y,,,Y
1073259768,dietary,133V00000X,Y,,,
1073259909,rehab-therapy,225XP0200X,Y,,,
1073261707,student,390200000X,Y,,,
1073262978,advanced-practice,363LF0000X,Y,,Y,Y
1073263166,behavioral-health,103K00000X,Y,,,
1073263414,advanced-practice,363LP0808X,Y,,Y,Y
1073263430,nursing,163W00000X,Y,,,
1073264586,advanced-practice,367500000X,Y,,Y,Y
1073267423,rehab-therapy,224Z00000X,Y,,,
1073268652,rehab-therapy,225100000X,Y,,,
1073269817,advanced-practice,363LP0808X,Y,,,
1073270344,pharmacy,183700000X,Y,,,
1073270690,advanced-practice,363LF0000X,Y,,Y,Y
1073270872,behavioral-health,104100000X,Y,,,
1073271102,nursing,163W00000X,Y,,,
1073271706,rehab-therapy,225100000X,Y,,,
1073272142,nursing,163W00000X,Y,,,
1073273199,dietary,136A00000X,Y,,,
1073273397,advanced-practice,363AM0700X,Y,,Y,Y
1073274908,dental,1223X0400X,Y,,,
1073275061,pharmacy,183500000X,Y,,,
1073275129,advanced-practice,363LP0808X,Y,,Y,Y
1073275350,behavioral-health,101YM0800X,Y,,,
1073275624,rehab-therapy,235Z00000X,Y,,Y,Y
1073275889,advanced-practice,363LP0808X,Y,,Y,Y
1073276226,behavioral-health,101YM0800X,Y,,,
1073276242,behavioral-health,101YM0800X,Y,,Y,
1073276424,behavioral-health,101YM0800X,Y,,,
1073277117,pharmacy,183700000X,Y,,,
1073277398,nursing,163W00000X,Y,,,
1073277570,behavioral-health,104100000X,Y,,Y,Y
1073277844,nursing,164W00000X,Y,,,
1073277919,behavioral-health,104100000X,Y,,,
1073278016,behavioral-health,103K00000X,Y,,,
1073278396,nursing,163WM0705X,Y,,,
1073278453,advanced-practice,367500000X,Y,,Y,Y
1073279048,rehab-therapy,225X00000X,Y,,Y,Y
1073279113,rehab-therapy,237700000X,Y,,,
1073280285,rehab-therapy,225X00000X,Y,,,
1073280863,pharmacy,183500000X,Y,,,
1073280954,advanced-practice,363L00000X,Y,,Y,Y
1073281143,rehab-therapy,235Z00000X,Y,,,
1073282703,nursing,163W00000X,Y,,,
1073283156,advanced-practice,363A00000X,Y,,Y,Y
1073284014,agency,251J00000X,Y,,,
1073284303,nursing,163WG0000X,Y,,,
1073284840,rehab-therapy,225X00000X,Y,,,
1073285250,behavioral-health,104100000X,Y,,,
1073285391,student,390200000X,Y,,Y,
1073285698,rehab-therapy,225100000X,Y,,Y,
1073286381,behavioral-health,104100000X,Y,,Y,Y
1073286423,advanced-practice,363AM0700X,Y,,Y,Y
1073286969,advanced-practice,363L00000X,Y,,Y,Y
1073288023,behavioral-health,104100000X,Y,,,
1073288262,advanced-practice,363LF0000X,Y,,,
1073288429,behavioral-health,101YP2500X,Y,,,
1073288783,nursing,163W00000X,Y,,,
1073289229,support,246RP1900X,Y,,,
1073289666,dental,1223G0001X,Y,,,
1073289781,advanced-practice,363A00000X,Y,,Y,Y
1073289898,nursing,164W00000X,Y,,Y,
1073290789,pharmacy,183700000X,Y,,,
1073292355,advanced-practice,363A00000X,Y,,Y,
1073292405,rehab-therapy,225X00000X,Y,,,
1073292819,rehab-therapy,225200000X,Y,,,
1073293502,behavioral-health,104100000X,Y,,,
1073294328,physician,207R00000X,Y,,Y,Y
1073294633,advanced-practice,363L00000X,Y,,Y,Y
1073294815,rehab-therapy,225A00000X,Y,,,
1073294856,behavioral-health,101YP2500X,Y,,,
1073295366,rehab-therapy,225100000X,Y,,Y,Y
1073296315,pharmacy,183500000X,Y,,,
1073296497,pharmacy,183500000X,Y,,,
1073297289,advanced-practice,363LF0000X,Y,,Y,Y
1073297602,eye-vision,152W00000X,Y,,Y,Y
1073298097,behavioral-health,101Y00000X,Y,,Y,
1073298188,physician,207R00000X,Y,,Y,Y
1073298360,eye-vision,156FX1800X,Y,,,
1073298881,physician,207P00000X,Y,,,
1073299061,physician,207Q00000X,Y,,,
1073299418,nursing,163W00000X,Y,,,
1073300331,student,390200000X,Y,,,
1073300901,advanced-practice,363LF0000X,Y,,Y,Y
1073300943,student,390200000X,Y,,,
1073301776,physician,207V00000X,Y,,,
1073302287,student,390200000X,Y,,,
1073302394,physician,207R00000X,Y,,,
1073302642,physician,207X00000X,Y,,,
1073302840,student,390200000X,Y,,,
1073303186,physician,207R00000X,Y,,,
1073303319,student,390200000X,Y,,Y,
1073303764,physician,207R00000X,Y,,,
1073305157,student,390200000X,Y,,Y,
1073305736,student,390200000X,Y,,,
1073305942,physician,207V00000X,Y,,,
1073305983,physician,207R00000X,Y,,,
1073306296,advanced-practice,363LF0000X,Y,,Y,Y
1073306478,behavioral-health,106S00000X,Y,,,
1073306700,dietary,133N00000X,Y,,,
1073306718,rehab-therapy,225100000X,Y,,Y,Y
1073306866,behavioral-health,1041C0700X,Y,,Y,Y
1073306882,nursing,163WG0000X,Y,,,
1073306957,student,390200000X,Y,,,
1073307153,podiatry,213ES0103X,Y,,,
1073307245,behavioral-health,103K00000X,Y,,,
1073307955,behavioral-health,101YM0800X,Y,,,
1073308359,physician,208000000X,Y,,,
1073308540,student,390200000X,Y,,,
1073308771,physician,207R00000X,Y,,,
1073308995,student,390200000X,Y,,,
1073309100,behavioral-health,104100000X,Y,,,
1073309142,dietary,133V00000X,Y,,Y,Y
1073309480,student,390200000X,Y,,,
1073309951,behavioral-health,1041C0700X,Y,,Y,Y
1073310579,behavioral-health,104100000X,Y,,Y,
1073310827,behavioral-health,101YM0800X,Y,,,
1073310850,advanced-practice,363A00000X,Y,,Y,Y
1073312229,behavioral-health,101Y00000X,Y,,,
1073313383,rehab-therapy,225100000X,Y,,,
1073313623,advanced-practice,363A00000X,Y,,Y,Y
1073314019,student,390200000X,Y,,,
1073314985,behavioral-health,106H00000X,Y,,,
1073317061,student,390200000X,Y,,,
1073317400,student,390200000X,Y,,,
1073317467,behavioral-health,106H00000X,Y,,,
1073318887,behavioral-health,101YP2500X,Y,,,
1073319950,rehab-therapy,225700000X,Y,,,
1073320735,behavioral-health,104100000X,Y,,,
1073321592,behavioral-health,106S00000X,Y,,,
1073322178,behavioral-health,106S00000X,Y,,,
1073322400,nursing,163W00000X,Y,,,
1073322772,nursing,163W00000X,Y,,,
1073323879,support,246ZE0600X,Y,,,
1073324109,chiropractic,111N00000X,Y,,Y,
1073324257,rehab-therapy,2255A2300X,Y,,,
1073324984,agency,251J00000X,Y,,,
1073325718,dental,1223G0001X,Y,,,
1073326351,advanced-practice,367500000X,Y,,Y,Y
1073327516,behavioral-health,104100000X,Y,,Y,
1073328696,rehab-therapy,225100000X,Y,,Y,Y
1073329017,behavioral-health,101YP2500X,Y,,,
1073329215,behavioral-health,106S00000X,Y,,,
1073329280,advanced-practice,363A00000X,Y,,Y,
1073330213,pharmacy,183500000X,Y,,,
1073331476,student,390200000X,Y,Y,,
1073331518,pharmacy,183500000X,Y,,,
1073332508,rehab-therapy,225100000X,Y,,Y,Y
1073334157,rehab-therapy,235Z00000X,Y,,Y,Y
1073334322,rehab-therapy,225X00000X,Y,,,
1073334496,dental,1223X0400X,Y,,,
1073335394,pharmacy,183500000X,Y,,,
1073336046,advanced-practice,363LF0000X,Y,,Y,Y
1073336228,behavioral-health,104100000X,Y,,,
1073336939,advanced-practice,363A00000X,Y,,Y,Y
1073337184,advanced-practice,363AM0700X,Y,,Y,Y
1073338000,advanced-practice,363A00000X,Y,,Y,Y
1073338455,behavioral-health,106S00000X,Y,,,
1073338869,behavioral-health,101YP2500X,Y,,Y,
1073339016,behavioral-health,104100000X,Y,,,
1073339263,behavioral-health,103K00000X,Y,,,
1073340923,student,390200000X,Y,,,
1073341509,physician,207R00000X,Y,,Y,
1073342341,rehab-therapy,2255A2300X,Y,,,
1073343521,eye-vision,152W00000X,Y,,Y,Y
1073345948,behavioral-health,101YP2500X,Y,,Y,Y
1073346748,physician,207PE0004X,Y,,Y,
1073348066,rehab-therapy,2255A2300X,Y,,,
1073349015,behavioral-health,106S00000X,Y,,,
1073349106,behavioral-health,101YM0800X,Y,,,
1073349122,behavioral-health,106S00000X,Y,,,
1073349171,advanced-practice,363A00000X,Y,,Y,
1073349262,advanced-practice,363LF0000X,Y,,Y,Y
1073349411,pharmacy,183500000X,Y,,,
1073350211,student,390200000X,Y,,Y,
1073350245,behavioral-health,101YM0800X,Y,,,
1073351979,advanced-practice,363A00000X,Y,,Y,Y
1073353553,physician,207R00000X,Y,,,
1073354437,rehab-therapy,225100000X,Y,,Y,Y
1073354742,advanced-practice,363LP0808X,Y,,Y,Y
1073354882,behavioral-health,106S00000X,Y,,,
1073354957,rehab-therapy,224Z00000X,Y,,,
1073355087,advanced-practice,367A00000X,Y,,Y,Y
1073355442,behavioral-health,106S00000X,Y,,,
1073355673,advanced-practice,363A00000X,Y,,Y,Y
1073355921,student,390200000X,Y,,,
1073356366,advanced-practice,363A00000X,Y,,Y,Y
1073356788,behavioral-health,106E00000X,Y,,,
1073358016,physician,207Q00000X,Y,,,
1073358818,behavioral-health,103K00000X,Y,,,
1073359246,advanced-practice,363LF0000X,Y,,Y,Y
1073359584,behavioral-health,104100000X,Y,,,
1073360129,physician,207Q00000X,Y,,,
1073360731,behavioral-health,106S00000X,Y,,,
1073360772,behavioral-health,106S00000X,Y,,,
1073360780,student,390200000X,Y,,Y,
1073360871,student,390200000X,Y,,Y,
1073360939,behavioral-health,101YM0800X,Y,,,
1073361259,student,390200000X,Y,,,
1073361358,student,390200000X,Y,,Y,
1073362638,student,390200000X,Y,,,
1073362943,behavioral-health,101YP2500X,Y,,Y,
1073363040,student,390200000X,Y,,,
1073363941,student,390200000X,Y,,Y,
1073364352,student,390200000X,Y,,,
1073364501,student,390200000X,Y,,Y,
1073365003,rehab-therapy,225X00000X,Y,,,
1073365383,student,390200000X,Y,,,
1073365508,student,390200000X,Y,,Y,
1073365755,student,390200000X,Y,,Y,
1073366282,student,390200000X,Y,,,
1073366480,advanced-practice,367500000X,Y,,Y,Y
1073366746,dental,122300000X,Y,,,
1073367470,student,390200000X,Y,,,
1073368213,student,390200000X,Y,,,
1073368478,advanced-practice,367500000X,Y,,Y,Y
1073369021,behavioral-health,106S00000X,Y,,,
1073370490,behavioral-health,1041C0700X,Y,,,
1073371803,advanced-practice,363LF0000X,Y,,Y,Y
1073372041,other-clinical,175T00000X,Y,,,
1073372512,student,390200000X,Y,,,
1073373171,advanced-practice,363A00000X,Y,,Y,Y
1073373643,student,390200000X,Y,,,
1073373684,student,390200000X,Y,,,
1073374906,advanced-practice,363LP0808X,Y,,Y,Y
1073376034,behavioral-health,104100000X,Y,,,
1073376729,behavioral-health,106S00000X,Y,,,
1073377164,student,390200000X,Y,,,
1073380150,advanced-practice,363LC0200X,Y,,Y,Y
1073381299,rehab-therapy,225XP0200X,Y,,,
1073381331,advanced-practice,363A00000X,Y,,Y,Y
1073381844,behavioral-health,101YP2500X,Y,,Y,Y
1073381893,behavioral-health,106S00000X,Y,,,
1073382438,rehab-therapy,225X00000X,Y,,Y,Y
1073382453,advanced-practice,363LF0000X,Y,,Y,Y
1073382669,behavioral-health,101YP2500X,Y,,,
1073383063,advanced-practice,363LF0000X,Y,,Y,Y
1073383485,rehab-therapy,225800000X,Y,,,
1073383758,behavioral-health,106S00000X,Y,,,
1073384210,physician,208000000X,Y,,Y,
1073384301,behavioral-health,106S00000X,Y,,,
1073384707,behavioral-health,101YM0800X,Y,,,
1073385464,advanced-practice,363LA2100X,Y,,Y,Y
1073385845,advanced-practice,363L00000X,Y,,Y,Y
1073386439,physician,207L00000X,Y,,Y,Y
1073387213,pharmacy,183500000X,Y,,,
1073387254,nursing,163WA0400X,Y,,,
1073388906,behavioral-health,101YM0800X,Y,,,
1073388922,advanced-practice,367500000X,Y,,Y,Y
1073389037,student,390200000X,Y,,Y,
1073389946,rehab-therapy,225100000X,Y,,Y,
1073390076,behavioral-health,101YM0800X,Y,,,
1073390241,behavioral-health,1041C0700X,Y,,Y,
