npi,name,billing_state,provider_type,entity_type,medicare_paid_2023,medicare_allowed_2023,services_2023,beneficiaries_2023,nppes_lookup_url
1033176201,Enright Michael,SC,Diagnostic Radiology,I,45930.66,59586.98,2234,1676,https://npiregistry.cms.hhs.gov/provider-view/1033176201
1790780625,Dayton Mark,IN,Hematology-Oncology,I,45892.45,58384.1,570,256,https://npiregistry.cms.hhs.gov/provider-view/1790780625
1598751232,Kendall Marvin,NH,Family Practice,I,45840.66,70163.93,823,147,https://npiregistry.cms.hhs.gov/provider-view/1598751232
1245761485,Paczkowski Gregory,MN,Family Practice,I,45799.63,57339.49,1391,156,https://npiregistry.cms.hhs.gov/provider-view/1245761485
1578522298,Linder Jeffrey,TX,Gastroenterology,I,45796.81,57160.39,462,265,https://npiregistry.cms.hhs.gov/provider-view/1578522298
1851529432,Nunez Benjason,PA,Internal Medicine,I,45727.29,57252.3,596,195,https://npiregistry.cms.hhs.gov/provider-view/1851529432
1942488101,Chen Abraham,CA,Family Practice,I,45688.96,61656.09,637,175,https://npiregistry.cms.hhs.gov/provider-view/1942488101
1407853229,Fulbright Bennie,KY,Orthopedic Surgery,I,45685.57,61664.27,1930,112,https://npiregistry.cms.hhs.gov/provider-view/1407853229
1891707063,Chamales Michael,TX,Emergency Medicine,I,45670.01,58141.34,391,373,https://npiregistry.cms.hhs.gov/provider-view/1891707063
1114989571,Deye Donald,MN,Internal Medicine,I,45664.98,55831.82,2286,121,https://npiregistry.cms.hhs.gov/provider-view/1114989571
1538233887,Kalibat Francis,VT,Psychiatry,I,45641.3,62922.77,619,53,https://npiregistry.cms.hhs.gov/provider-view/1538233887
1205046372,Wieder June,CA,Chiropractic,I,45613.6,63781.65,1626,85,https://npiregistry.cms.hhs.gov/provider-view/1205046372
1649373465,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,45608.74,45608.74,1517,254,https://npiregistry.cms.hhs.gov/provider-view/1649373465
1265644710,Pruitt Channon,MS,Certified Registered Nurse Anesthetist (CRNA),I,45541.56,57747.54,300,294,https://npiregistry.cms.hhs.gov/provider-view/1265644710
1831538602,Kesler Matthew,MN,Physician Assistant,I,45478.25,66465.94,703,179,https://npiregistry.cms.hhs.gov/provider-view/1831538602
1588671218,Martin Donna,PA,"Psychologist, Clinical",I,45466.72,58644.57,391,26,https://npiregistry.cms.hhs.gov/provider-view/1588671218
1588615579,Madara Glenn,DE,Anesthesiology,I,45459.49,56970.32,424,326,https://npiregistry.cms.hhs.gov/provider-view/1588615579
1497701890,Habenicht Ann,OH,Osteopathic Manipulative Medicine,I,45458.22,62784.52,850,99,https://npiregistry.cms.hhs.gov/provider-view/1497701890
1972798213,Lewis Elizabeth,AL,Nurse Practitioner,I,45452.3,61204.84,4695,280,https://npiregistry.cms.hhs.gov/provider-view/1972798213
1841885779,Schavone Jessica,NC,Physician Assistant,I,45440.67,61348.33,1030,341,https://npiregistry.cms.hhs.gov/provider-view/1841885779
1801853536,Vinick Barry,MS,"Psychologist, Clinical",I,45400.88,60581.04,640,97,https://npiregistry.cms.hhs.gov/provider-view/1801853536
1538103361,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,45314.47,45314.47,1101,251,https://npiregistry.cms.hhs.gov/provider-view/1538103361
1942245170,Hoy Jeffrey,FL,Medical Oncology,I,45270.76,56666.11,6422,146,https://npiregistry.cms.hhs.gov/provider-view/1942245170
1114021052,"Highland Park Cvs, L.L.C.",IL,Mass Immunizer Roster Biller,O,45237.32,45237.32,1168,248,https://npiregistry.cms.hhs.gov/provider-view/1114021052
1629066139,Nguyen Anh,CA,General Practice,I,45149.6,69083.5,799,191,https://npiregistry.cms.hhs.gov/provider-view/1629066139
1659303501,Stop And Shop Supermarket Co Llc,NJ,Centralized Flu,O,45146.35,45146.35,882,231,https://npiregistry.cms.hhs.gov/provider-view/1659303501
1861585952,Laflamme Donna,FL,"Psychologist, Clinical",I,45051.66,56966.6,560,45,https://npiregistry.cms.hhs.gov/provider-view/1861585952
1164445029,Thanki Ashokkumar,PA,Neurosurgery,I,44950.39,58158.6,385,63,https://npiregistry.cms.hhs.gov/provider-view/1164445029
1285694984,Allen Gwendolyn,TX,Family Practice,I,44936.25,63237.34,1927,163,https://npiregistry.cms.hhs.gov/provider-view/1285694984
1124121892,"Highland Park Cvs, L.L.C.",IL,Mass Immunizer Roster Biller,O,44930.56,44930.56,1269,240,https://npiregistry.cms.hhs.gov/provider-view/1124121892
1154721074,Bradbury Anderson,NC,Nurse Practitioner,I,44898.84,61807.58,1080,540,https://npiregistry.cms.hhs.gov/provider-view/1154721074
1316957475,Walsh Coleen,FL,Certified Registered Nurse Anesthetist (CRNA),I,44891.56,55237.29,483,387,https://npiregistry.cms.hhs.gov/provider-view/1316957475
1013004027,Gray Peter,GA,Physician Assistant,I,44848.83,105931.92,1668,431,https://npiregistry.cms.hhs.gov/provider-view/1013004027
1306866389,Cooper William,MA,Podiatry,I,44753.4,61297.66,1026,322,https://npiregistry.cms.hhs.gov/provider-view/1306866389
1407848021,Hoffman Eric,CA,Diagnostic Radiology,I,44737.89,62246.17,2688,1908,https://npiregistry.cms.hhs.gov/provider-view/1407848021
1730120122,Kinsey Stephanie,FL,Physician Assistant,I,44686.26,60888.81,1118,524,https://npiregistry.cms.hhs.gov/provider-view/1730120122
1053388066,Howe Steven,OH,Family Practice,I,44685.22,61479.68,726,210,https://npiregistry.cms.hhs.gov/provider-view/1053388066
1255430559,"Woodward Detroit Cvs, L.L.C.",MI,Mass Immunizer Roster Biller,O,44622.8,44622.8,1113,259,https://npiregistry.cms.hhs.gov/provider-view/1255430559
1114901436,Steinman Sharon,NJ,Internal Medicine,I,44603.55,62203.89,487,287,https://npiregistry.cms.hhs.gov/provider-view/1114901436
1013088418,Moellman Joseph,OH,Emergency Medicine,I,44574.2,56797.17,557,322,https://npiregistry.cms.hhs.gov/provider-view/1013088418
1417992207,Akhtar Rasheed,IL,Internal Medicine,I,44558.12,56271.89,631,159,https://npiregistry.cms.hhs.gov/provider-view/1417992207
1265438659,Rich John,PA,Interventional Cardiology,I,44547.0,61726.15,1028,634,https://npiregistry.cms.hhs.gov/provider-view/1265438659
1619235801,Donovan Sean,NY,Emergency Medicine,I,44537.07,56003.49,416,356,https://npiregistry.cms.hhs.gov/provider-view/1619235801
1083786479,Passmore James,TX,Ophthalmology,I,44515.11,64029.98,635,350,https://npiregistry.cms.hhs.gov/provider-view/1083786479
1053354829,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,44511.1,44511.1,1317,256,https://npiregistry.cms.hhs.gov/provider-view/1053354829
1275203440,Sullins Cory,CA,"Psychologist, Clinical",I,44478.64,58688.63,459,19,https://npiregistry.cms.hhs.gov/provider-view/1275203440
1417288093,Gibson Edward,GA,Certified Registered Nurse Anesthetist (CRNA),I,44462.27,55795.62,249,248,https://npiregistry.cms.hhs.gov/provider-view/1417288093
1295113496,Luryi Alexander,NJ,Otolaryngology,I,44449.85,61678.33,483,231,https://npiregistry.cms.hhs.gov/provider-view/1295113496
1942304837,"Holiday Cvs, L.L.C.",FL,Mass Immunizer Roster Biller,O,44436.32,44436.32,1280,257,https://npiregistry.cms.hhs.gov/provider-view/1942304837
1902807878,Pitman Thomas,MS,Obstetrics & Gynecology,I,44413.77,58905.57,319,134,https://npiregistry.cms.hhs.gov/provider-view/1902807878
1861569162,Rosenzweig Sanford,MA,"Psychologist, Clinical",I,44412.4,56995.24,366,13,https://npiregistry.cms.hhs.gov/provider-view/1861569162
1093756967,Highland Park Cvs Llc,IL,Mass Immunizer Roster Biller,O,44376.74,44376.74,1558,283,https://npiregistry.cms.hhs.gov/provider-view/1093756967
1033127410,Redfern Craig,OR,Internal Medicine,I,44321.65,57479.27,598,30,https://npiregistry.cms.hhs.gov/provider-view/1033127410
1023074499,Rolando Mathew,MN,Family Practice,I,44286.86,55797.13,534,209,https://npiregistry.cms.hhs.gov/provider-view/1023074499
1639699226,Furniss Christiane,CA,Licensed Clinical Social Worker,I,44258.66,55574.84,580,24,https://npiregistry.cms.hhs.gov/provider-view/1639699226
1750322673,Arizona Cvs Stores Llc,AZ,Mass Immunizer Roster Biller,O,44237.1,44237.1,1327,269,https://npiregistry.cms.hhs.gov/provider-view/1750322673
1194770776,Durden David,FL,Diagnostic Radiology,I,44230.34,56773.16,1217,903,https://npiregistry.cms.hhs.gov/provider-view/1194770776
1992808729,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,44223.18,44223.18,1068,274,https://npiregistry.cms.hhs.gov/provider-view/1992808729
1700828266,Mena Ashraf,WV,Endocrinology,I,44202.55,68392.87,784,289,https://npiregistry.cms.hhs.gov/provider-view/1700828266
1093091381,Kawulok Melanie,WY,Nurse Practitioner,I,44195.97,65505.82,1387,607,https://npiregistry.cms.hhs.gov/provider-view/1093091381
1700193000,Kozhinskiy Vladimir,NY,Internal Medicine,I,44183.11,63172.63,706,157,https://npiregistry.cms.hhs.gov/provider-view/1700193000
1790421444,Conley Elaine,MA,Occupational Therapist in Private Practice,I,44180.59,56356.85,1982,18,https://npiregistry.cms.hhs.gov/provider-view/1790421444
1508865742,Dodgen Carol,TX,Licensed Clinical Social Worker,I,44139.97,56734.06,572,22,https://npiregistry.cms.hhs.gov/provider-view/1508865742
1558335125,Griffin Therese,MD,Physical Therapist in Private Practice,I,44062.69,56628.35,1898,308,https://npiregistry.cms.hhs.gov/provider-view/1558335125
1932171311,Coss Lawrence,AZ,Family Practice,I,44024.89,63669.97,950,203,https://npiregistry.cms.hhs.gov/provider-view/1932171311
1083660302,Vang David,LA,Podiatry,I,44015.12,60036.84,680,132,https://npiregistry.cms.hhs.gov/provider-view/1083660302
1558469049,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,44007.84,44007.84,1399,244,https://npiregistry.cms.hhs.gov/provider-view/1558469049
1740222553,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,43957.37,43957.37,1154,235,https://npiregistry.cms.hhs.gov/provider-view/1740222553
1952567422,"Cvs Pharmacy, Inc.",TX,Mass Immunizer Roster Biller,O,43953.25,43953.25,941,247,https://npiregistry.cms.hhs.gov/provider-view/1952567422
1972755403,Publix Super Markets Inc,FL,Centralized Flu,O,43885.38,43885.38,956,252,https://npiregistry.cms.hhs.gov/provider-view/1972755403
1548317373,Smith Nancy,TX,Nurse Practitioner,I,43841.39,58770.07,1570,350,https://npiregistry.cms.hhs.gov/provider-view/1548317373
1699209866,Syed Hira,IL,Internal Medicine,I,43806.54,55251.73,551,243,https://npiregistry.cms.hhs.gov/provider-view/1699209866
1174567879,Madden James,PA,Hospitalist,I,43803.5,56248.21,612,233,https://npiregistry.cms.hhs.gov/provider-view/1174567879
1346286218,Damewood Joseph,TN,Nurse Practitioner,I,43736.7,58942.45,1366,455,https://npiregistry.cms.hhs.gov/provider-view/1346286218
1184728164,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,43684.75,43684.75,1109,266,https://npiregistry.cms.hhs.gov/provider-view/1184728164
1447227087,Harrison Willie,KY,Physical Therapist in Private Practice,I,43661.04,60021.58,2455,149,https://npiregistry.cms.hhs.gov/provider-view/1447227087
1932379211,Anderson David,OH,Anesthesiology,I,43622.84,54671.02,270,204,https://npiregistry.cms.hhs.gov/provider-view/1932379211
1548300502,Rhee Bongshin,NJ,Psychiatry,I,43617.07,55674.65,592,18,https://npiregistry.cms.hhs.gov/provider-view/1548300502
1851737852,Walmart Inc.,CA,Mass Immunizer Roster Biller,O,43586.02,43586.02,1057,246,https://npiregistry.cms.hhs.gov/provider-view/1851737852
1962521773,"Garfield Beach Cvs, L.L.C.",CA,Mass Immunizer Roster Biller,O,43542.07,43542.07,1613,257,https://npiregistry.cms.hhs.gov/provider-view/1962521773
1437176963,Brasington Richard,MO,Rheumatology,I,43535.15,56851.71,6676,46,https://npiregistry.cms.hhs.gov/provider-view/1437176963
1851346282,Capper Dwayne,IA,Otolaryngology,I,43521.9,73157.2,932,300,https://npiregistry.cms.hhs.gov/provider-view/1851346282
1447241906,Murray Carl,NJ,Internal Medicine,I,43503.46,57539.47,584,207,https://npiregistry.cms.hhs.gov/provider-view/1447241906
1538828553,Ouimet Caroline,MA,Nurse Practitioner,I,43469.61,56400.46,626,421,https://npiregistry.cms.hhs.gov/provider-view/1538828553
1245334119,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,43408.4,43408.4,1250,274,https://npiregistry.cms.hhs.gov/provider-view/1245334119
1336116938,Chappell Robert,TX,Dermatology,I,43329.29,74313.18,1119,429,https://npiregistry.cms.hhs.gov/provider-view/1336116938
1689151623,"The Giant Company, Llc",PA,Centralized Flu,O,43314.96,43314.96,806,251,https://npiregistry.cms.hhs.gov/provider-view/1689151623
1093717886,Mohuchy Mykola,CA,Diagnostic Radiology,I,43241.66,58597.75,1051,719,https://npiregistry.cms.hhs.gov/provider-view/1093717886
1245551498,Miller Eric,OH,Osteopathic Manipulative Medicine,I,43235.53,59100.01,926,87,https://npiregistry.cms.hhs.gov/provider-view/1245551498
1275636912,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,43203.46,43203.46,821,212,https://npiregistry.cms.hhs.gov/provider-view/1275636912
1164405957,Hundemer Karen,MD,Family Practice,I,43165.9,59928.25,618,294,https://npiregistry.cms.hhs.gov/provider-view/1164405957
1336142777,Sager Dennis,VA,Internal Medicine,I,43157.44,55358.44,511,132,https://npiregistry.cms.hhs.gov/provider-view/1336142777
1376507707,Hood Royce,FL,Orthopedic Surgery,I,43139.84,65276.09,1251,290,https://npiregistry.cms.hhs.gov/provider-view/1376507707
1518917889,Holmes Brian,TX,Diagnostic Radiology,I,43118.38,57435.76,1830,1297,https://npiregistry.cms.hhs.gov/provider-view/1518917889
1912934076,Hamilton Laura,TX,"Psychologist, Clinical",I,43076.11,58157.82,681,86,https://npiregistry.cms.hhs.gov/provider-view/1912934076
1841297942,Casanova Luis,FL,Internal Medicine,I,43071.74,60662.36,1119,224,https://npiregistry.cms.hhs.gov/provider-view/1841297942
1275792293,Emami Ali,MN,Neurology,I,43068.94,54309.84,603,217,https://npiregistry.cms.hhs.gov/provider-view/1275792293
1427196435,Hathy Samuel,FL,Optometry,I,43051.3,61133.91,760,374,https://npiregistry.cms.hhs.gov/provider-view/1427196435
1275636938,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,43048.44,43048.44,1005,256,https://npiregistry.cms.hhs.gov/provider-view/1275636938
1124055744,Rendon Hilary,MS,Physical Therapist in Private Practice,I,43034.58,60303.84,2872,61,https://npiregistry.cms.hhs.gov/provider-view/1124055744
1508925520,Dodd-Henley Elizabeth,IL,Physical Therapist in Private Practice,I,43011.13,55131.11,2198,23,https://npiregistry.cms.hhs.gov/provider-view/1508925520
1841490117,Cohen Israel,NY,Licensed Clinical Social Worker,I,42936.42,53890.18,446,12,https://npiregistry.cms.hhs.gov/provider-view/1841490117
1922155050,Greczyn Amy,CA,Physical Therapist in Private Practice,I,42920.83,58636.7,1693,72,https://npiregistry.cms.hhs.gov/provider-view/1922155050
1013954205,Benigno Mary Ann,NJ,General Surgery,I,42881.3,54175.13,874,376,https://npiregistry.cms.hhs.gov/provider-view/1013954205
1003995499,Hayes Dawn,CA,Preventive Medicine,I,42715.77,61760.36,1095,353,https://npiregistry.cms.hhs.gov/provider-view/1003995499
1104037126,Orey Stephen,GA,"Psychologist, Clinical",I,42700.02,53819.53,930,77,https://npiregistry.cms.hhs.gov/provider-view/1104037126
1407824824,Canto Roberto,PR,Urology,I,42691.18,58040.14,477,161,https://npiregistry.cms.hhs.gov/provider-view/1407824824
1154367225,Tangco Evacueto,NJ,Family Practice,I,42689.75,57162.97,856,109,https://npiregistry.cms.hhs.gov/provider-view/1154367225
1518988815,Winn Dixie Stores Inc,FL,Centralized Flu,O,42603.56,42603.56,3169,349,https://npiregistry.cms.hhs.gov/provider-view/1518988815
1528179553,Pedicino Alexander,PA,Family Practice,I,42593.5,59940.84,906,320,https://npiregistry.cms.hhs.gov/provider-view/1528179553
1841232659,Longs Drug Stores California Llc,CA,Mass Immunizer Roster Biller,O,42578.57,42578.57,1558,262,https://npiregistry.cms.hhs.gov/provider-view/1841232659
1164581682,Reinertson Randal,TX,Internal Medicine,I,42552.03,57111.33,644,255,https://npiregistry.cms.hhs.gov/provider-view/1164581682
1881684421,Henderson Galen,MA,Neurology,I,42472.51,53542.48,369,114,https://npiregistry.cms.hhs.gov/provider-view/1881684421
1528009586,Eichhammer Robert,GA,Optometry,I,42437.28,61554.57,893,297,https://npiregistry.cms.hhs.gov/provider-view/1528009586
1548227127,Dichiara Peter,AL,Internal Medicine,I,42308.11,53945.51,929,236,https://npiregistry.cms.hhs.gov/provider-view/1548227127
1447307103,Heliotis Arthur,CT,Internal Medicine,I,42270.56,59764.74,2152,292,https://npiregistry.cms.hhs.gov/provider-view/1447307103
1437137916,Leone Edward,HI,Anesthesiology,I,42249.2,53745.4,187,162,https://npiregistry.cms.hhs.gov/provider-view/1437137916
1669871497,Johnson Carlson,NC,Nurse Practitioner,I,42192.57,61612.13,1301,507,https://npiregistry.cms.hhs.gov/provider-view/1669871497
1710921465,Payton Glenn,IL,Chiropractic,I,42147.5,62871.86,1611,187,https://npiregistry.cms.hhs.gov/provider-view/1710921465
1649237058,Liu Paul,RI,Plastic and Reconstructive Surgery,I,42144.67,53476.34,403,91,https://npiregistry.cms.hhs.gov/provider-view/1649237058
1588114979,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,42115.45,42115.45,827,198,https://npiregistry.cms.hhs.gov/provider-view/1588114979
1407948425,Lindsey John,NE,Anesthesiology,I,42115.43,54648.31,429,385,https://npiregistry.cms.hhs.gov/provider-view/1407948425
1447205174,Lykins Joseph,AZ,Internal Medicine,I,42114.46,54079.97,482,178,https://npiregistry.cms.hhs.gov/provider-view/1447205174
1780111351,Truong Xuyen,MT,Hospitalist,I,42097.38,53467.47,349,326,https://npiregistry.cms.hhs.gov/provider-view/1780111351
1922063882,Marchetti Floriano,FL,General Surgery,I,42044.42,55522.98,257,139,https://npiregistry.cms.hhs.gov/provider-view/1922063882
1477688414,Stewart Virginia,MD,Physician Assistant,I,41987.85,54212.45,611,380,https://npiregistry.cms.hhs.gov/provider-view/1477688414
1669575494,"Cvs Albany, L.L.C.",NY,Mass Immunizer Roster Biller,O,41786.83,41786.83,1104,233,https://npiregistry.cms.hhs.gov/provider-view/1669575494
1972695567,New Jersey Cvs Pharmacy Llc,NJ,Mass Immunizer Roster Biller,O,41745.79,41745.79,1791,269,https://npiregistry.cms.hhs.gov/provider-view/1972695567
1427350495,Publix Super Markets Inc,FL,Centralized Flu,O,41720.89,41720.89,1611,248,https://npiregistry.cms.hhs.gov/provider-view/1427350495
1962566018,Kolb Karen,IN,Certified Registered Nurse Anesthetist (CRNA),I,41718.16,53543.84,387,302,https://npiregistry.cms.hhs.gov/provider-view/1962566018
1952405631,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,41702.27,41702.27,2477,320,https://npiregistry.cms.hhs.gov/provider-view/1952405631
1609047877,Janov Daniel,CA,Physical Therapist in Private Practice,I,41693.12,53987.79,1804,28,https://npiregistry.cms.hhs.gov/provider-view/1609047877
1477830255,Remersu Baba Sushant,NY,General Surgery,I,41644.12,52267.57,309,160,https://npiregistry.cms.hhs.gov/provider-view/1477830255
1356445019,Cvs Albany Llc,NY,Mass Immunizer Roster Biller,O,41609.14,41609.14,1682,290,https://npiregistry.cms.hhs.gov/provider-view/1356445019
1689777385,Tennessee Cvs Pharmacy Llc,TN,Mass Immunizer Roster Biller,O,41593.57,41593.57,855,215,https://npiregistry.cms.hhs.gov/provider-view/1689777385
1598052797,Franks Pharmacy Llc,MT,Mass Immunizer Roster Biller,O,41544.82,41544.82,677,227,https://npiregistry.cms.hhs.gov/provider-view/1598052797
1730282468,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,41460.54,41460.54,776,225,https://npiregistry.cms.hhs.gov/provider-view/1730282468
1700980471,"North Carolina Cvs Pharmacy, L.L.C.",NC,Mass Immunizer Roster Biller,O,41425.52,41425.52,1019,232,https://npiregistry.cms.hhs.gov/provider-view/1700980471
1942207220,Whitaker Charles,CT,Neurology,I,41410.05,53978.46,514,244,https://npiregistry.cms.hhs.gov/provider-view/1942207220
1316489669,Tucker Brandon,CA,Nurse Practitioner,I,41377.21,52072.51,539,449,https://npiregistry.cms.hhs.gov/provider-view/1316489669
1871034603,Ljp Lab Llc,NC,Clinical Laboratory,O,41357.35,41357.35,302,85,https://npiregistry.cms.hhs.gov/provider-view/1871034603
1487758298,Cvs Pharmacy Inc,TX,Mass Immunizer Roster Biller,O,41337.32,41337.32,977,269,https://npiregistry.cms.hhs.gov/provider-view/1487758298
1992852925,Shulman Robert,IL,Psychiatry,I,41336.58,54137.32,489,109,https://npiregistry.cms.hhs.gov/provider-view/1992852925
1245524610,Wilkes Margarita,SC,Psychiatry,I,41247.81,57830.77,489,136,https://npiregistry.cms.hhs.gov/provider-view/1245524610
1821359274,Overholt David,FL,Optometry,I,41130.78,63585.58,580,346,https://npiregistry.cms.hhs.gov/provider-view/1821359274
1114996519,Kolodychuk Leonard,WA,Orthopedic Surgery,I,41119.45,55343.5,404,230,https://npiregistry.cms.hhs.gov/provider-view/1114996519
1477017481,Garfield Beach Cvs Llc,CA,Mass Immunizer Roster Biller,O,41119.17,41119.17,568,231,https://npiregistry.cms.hhs.gov/provider-view/1477017481
1225149065,Lasky Sandra,VT,Licensed Clinical Social Worker,I,41083.75,53716.85,533,21,https://npiregistry.cms.hhs.gov/provider-view/1225149065
1669085569,Spivey Courtney,IL,Nurse Practitioner,I,41025.92,53803.26,451,191,https://npiregistry.cms.hhs.gov/provider-view/1669085569
1215029376,Lieffrig Alfred,NY,General Surgery,I,41012.22,51671.08,694,99,https://npiregistry.cms.hhs.gov/provider-view/1215029376
1376647214,"Highland Park Cvs, L.L.C.",IL,Mass Immunizer Roster Biller,O,40923.88,40923.88,1210,229,https://npiregistry.cms.hhs.gov/provider-view/1376647214
1386606630,Carbone Joseph,NY,Podiatry,I,40878.95,53899.28,567,166,https://npiregistry.cms.hhs.gov/provider-view/1386606630
1730108101,Franklin Tuere,MO,Emergency Medicine,I,40854.65,52773.72,374,339,https://npiregistry.cms.hhs.gov/provider-view/1730108101
1427109305,Ohio Cvs Stores Llc,OH,Mass Immunizer Roster Biller,O,40798.21,40798.21,812,221,https://npiregistry.cms.hhs.gov/provider-view/1427109305
1902998628,New Jersey Cvs Pharmacy Llc,NJ,Mass Immunizer Roster Biller,O,40797.68,40797.68,1070,224,https://npiregistry.cms.hhs.gov/provider-view/1902998628
1265499008,Penepent Philip,NY,Internal Medicine,I,40735.14,49449.59,537,161,https://npiregistry.cms.hhs.gov/provider-view/1265499008
1861969594,Prioleau-Lee Kathleen,NM,Nurse Practitioner,I,40705.91,54574.95,838,334,https://npiregistry.cms.hhs.gov/provider-view/1861969594
1952484214,Blanco E Iglesias Marta,CT,Nephrology,I,40701.23,54176.08,273,98,https://npiregistry.cms.hhs.gov/provider-view/1952484214
1952404667,Tennessee Cvs Pharmacy Llc,TN,Mass Immunizer Roster Biller,O,40646.86,40646.86,1468,252,https://npiregistry.cms.hhs.gov/provider-view/1952404667
1144488750,Highland Park Cvs Llc,IL,Mass Immunizer Roster Biller,O,40640.4,40640.4,1174,252,https://npiregistry.cms.hhs.gov/provider-view/1144488750
1790298933,Hysell Chad,KY,Certified Registered Nurse Anesthetist (CRNA),I,40597.7,50975.82,402,385,https://npiregistry.cms.hhs.gov/provider-view/1790298933
1851338081,Bliman Howard,CA,Internal Medicine,I,40580.48,56147.18,475,83,https://npiregistry.cms.hhs.gov/provider-view/1851338081
1144324120,Holiday Cvs Llc,FL,Mass Immunizer Roster Biller,O,40541.92,40541.92,1836,303,https://npiregistry.cms.hhs.gov/provider-view/1144324120
1194773143,Kamin Paul,CA,Interventional Radiology,I,40506.19,52815.66,2090,1345,https://npiregistry.cms.hhs.gov/provider-view/1194773143
1962541243,Ebesugawa Ian,HI,Obstetrics & Gynecology,I,40431.44,58712.86,794,350,https://npiregistry.cms.hhs.gov/provider-view/1962541243
1720217524,"Mississippi Cvs Pharmacy, L.L.C.",MS,Mass Immunizer Roster Biller,O,40408.23,40408.23,931,212,https://npiregistry.cms.hhs.gov/provider-view/1720217524
1700989423,Tennessee Cvs Pharmacy Llc,TN,Mass Immunizer Roster Biller,O,40378.91,40378.91,1552,233,https://npiregistry.cms.hhs.gov/provider-view/1700989423
1811504178,Slater David,TX,Physical Therapist in Private Practice,I,40308.22,54227.85,2066,110,https://npiregistry.cms.hhs.gov/provider-view/1811504178
1780061739,Cvs Pharmacy Inc,TX,Mass Immunizer Roster Biller,O,40226.77,40226.77,952,210,https://npiregistry.cms.hhs.gov/provider-view/1780061739
1467011726,Connecticut Cvs Pharmacy Llc,CT,Mass Immunizer Roster Biller,O,40197.47,40197.47,888,204,https://npiregistry.cms.hhs.gov/provider-view/1467011726
1881795367,Lance Roberta,WV,Nurse Practitioner,I,40165.4,52481.78,671,110,https://npiregistry.cms.hhs.gov/provider-view/1881795367
1558363374,Corwin James,OH,Internal Medicine,I,40155.79,55132.9,982,333,https://npiregistry.cms.hhs.gov/provider-view/1558363374
1992024392,Vap Alexander,VA,Orthopedic Surgery,I,40145.41,53053.14,427,171,https://npiregistry.cms.hhs.gov/provider-view/1992024392
1720731094,Cvs Pharmacy Inc,WY,Mass Immunizer Roster Biller,O,40108.7,40108.7,899,211,https://npiregistry.cms.hhs.gov/provider-view/1720731094
1679061048,Easterling Bobby,AR,Certified Registered Nurse Anesthetist (CRNA),I,39987.06,50160.98,286,208,https://npiregistry.cms.hhs.gov/provider-view/1679061048
1114999752,Kelly Robert,NC,Family Practice,I,39977.5,51976.32,613,269,https://npiregistry.cms.hhs.gov/provider-view/1114999752
1689674632,Orme Nicholas,CA,General Practice,I,39891.79,55033.53,506,63,https://npiregistry.cms.hhs.gov/provider-view/1689674632
1710514468,Dietzel Christine,PA,Physical Therapist in Private Practice,I,39887.09,52063.05,1764,35,https://npiregistry.cms.hhs.gov/provider-view/1710514468
1104187699,Anderson Heather,NC,Family Practice,I,39829.72,60603.23,566,210,https://npiregistry.cms.hhs.gov/provider-view/1104187699
1194953240,Flores Frank,NJ,Emergency Medicine,I,39816.18,49440.09,265,125,https://npiregistry.cms.hhs.gov/provider-view/1194953240
1053430165,Dillon Cecile,CA,"Psychologist, Clinical",I,39813.74,49972.04,323,22,https://npiregistry.cms.hhs.gov/provider-view/1053430165
1033125554,Zonis Elissa,MA,Licensed Clinical Social Worker,I,39782.51,54995.58,654,50,https://npiregistry.cms.hhs.gov/provider-view/1033125554
1134269020,Cotten Aaron,NC,Emergency Medicine,I,39761.0,49790.52,395,290,https://npiregistry.cms.hhs.gov/provider-view/1134269020
1669660445,Scheihing Jeffrey,WA,Anesthesiology,I,39754.97,49806.84,312,286,https://npiregistry.cms.hhs.gov/provider-view/1669660445
1841297231,Chang Fen-Lei,IN,Neurology,I,39732.48,51611.72,4448,77,https://npiregistry.cms.hhs.gov/provider-view/1841297231
1891736799,Nevada Cvs Pharmacy Llc,NV,Mass Immunizer Roster Biller,O,39698.28,39698.28,948,225,https://npiregistry.cms.hhs.gov/provider-view/1891736799
1063413094,Benatar Jose-Daniel,IL,Internal Medicine,I,39646.64,53561.21,589,335,https://npiregistry.cms.hhs.gov/provider-view/1063413094
1306987466,Cammilleri Anthony,NY,Cardiology,I,39639.73,65520.87,943,183,https://npiregistry.cms.hhs.gov/provider-view/1306987466
